Intersection_ID,starttime,PedAve,Latitude,Longitude,total_pop,black,OccoRat,Tree,Traffic,Resi,Vaca,Comm,ComSev,Assault,Homicide,Robbery,SexCrime,NonviolentCrime,Theft of Vehicle,BusStop,Housing Violations (Req_Serv),Police Issue (Req_Serv),Pot Hole (Req_Serv),road walking environment,Traffic problems,garbage problem,Junk service problem,Neighborhood Environmental Issues,other questions,starttime,CarAve,Assault,Breaking & Entering,Homicide,Other Sexual Offense,Robbery,Sexual Assault,Sexual Offense,Theft,Theft of Vehicle,ACCIDENT PROPERTY DAMAGE ONLY,ACCIDENT SKYWAY/33/198,ACCIDENT/INJURY
1,9:36:00,12,42.886148,-78.879889,2447,54.72006539,68.91615542,644,4610,0,5,49,26,1338,12,220,128,4286,246,44,4,14,594,54,20,4,2,14,246,9:30:00,67.5,18,2,0,0,2,0,0,30,0,72,0,8
1,9:50:24,2,42.886148,-78.879889,2447,54.72006539,68.91615542,644,4610,0,5,49,26,1338,12,220,128,4286,246,44,4,14,594,54,20,4,2,14,246,9:45:00,67.5,20,8,0,0,4,4,0,42,2,72,0,10
1,12:00:00,15,42.886148,-78.879889,2447,54.72006539,68.91615542,644,4610,0,5,49,26,1338,12,220,128,4286,246,44,4,14,594,54,20,4,2,14,246,12:00:00,145,0,0,0,0,0,0,0,0,0,0,0,0
1,12:14:24,19,42.886148,-78.879889,2447,54.72006539,68.91615542,644,4610,0,5,49,26,1338,12,220,128,4286,246,44,4,14,594,54,20,4,2,14,246,12:15:00,130,26,16,0,12,0,0,0,140,6,76,0,6
1,12:28:48,21,42.886148,-78.879889,2447,54.72006539,68.91615542,644,4610,0,5,49,26,1338,12,220,128,4286,246,44,4,14,594,54,20,4,2,14,246,12:30:00,154,22,4,0,0,0,0,0,46,4,88,2,2
1,12:43:12,13,42.886148,-78.879889,2447,54.72006539,68.91615542,644,4610,0,5,49,26,1338,12,220,128,4286,246,44,4,14,594,54,20,4,2,14,246,12:45:00,150,14,4,0,2,6,4,0,46,0,60,6,4
1,12:57:36,12,42.886148,-78.879889,2447,54.72006539,68.91615542,644,4610,0,5,49,26,1338,12,220,128,4286,246,44,4,14,594,54,20,4,2,14,246,13:00:00,79,20,6,0,2,4,0,0,36,0,78,0,14
1,13:12:00,25,42.886148,-78.879889,2447,54.72006539,68.91615542,644,4610,0,5,49,26,1338,12,220,128,4286,246,44,4,14,594,54,20,4,2,14,246,13:15:00,165,20,10,0,0,4,0,0,70,2,58,0,10
1,13:26:24,2,42.886148,-78.879889,2447,54.72006539,68.91615542,644,4610,0,5,49,26,1338,12,220,128,4286,246,44,4,14,594,54,20,4,2,14,246,13:30:00,67,16,4,0,0,0,0,0,40,0,68,0,10
1,13:40:48,2,42.886148,-78.879889,2447,54.72006539,68.91615542,644,4610,0,5,49,26,1338,12,220,128,4286,246,44,4,14,594,54,20,4,2,14,246,13:45:00,88.5,10,4,0,0,4,2,0,58,4,52,0,10
1,15:07:12,1,42.886148,-78.879889,2447,54.72006539,68.91615542,644,4610,0,5,49,26,1338,12,220,128,4286,246,44,4,14,594,54,20,4,2,14,246,15:00:00,232,12,6,0,0,2,0,0,18,0,70,0,2
1,15:21:36,2,42.886148,-78.879889,2447,54.72006539,68.91615542,644,4610,0,5,49,26,1338,12,220,128,4286,246,44,4,14,594,54,20,4,2,14,246,15:15:00,231,26,4,0,2,6,0,0,86,6,84,0,24
1,15:36:00,0,42.886148,-78.879889,2447,54.72006539,68.91615542,644,4610,0,5,49,26,1338,12,220,128,4286,246,44,4,14,594,54,20,4,2,14,246,15:30:00,240,26,2,0,0,0,0,0,38,0,90,0,16
1,15:50:24,2,42.886148,-78.879889,2447,54.72006539,68.91615542,644,4610,0,5,49,26,1338,12,220,128,4286,246,44,4,14,594,54,20,4,2,14,246,15:45:00,91,20,14,0,0,2,2,0,48,2,78,0,22
1,16:04:48,12,42.886148,-78.879889,2447,54.72006539,68.91615542,644,4610,0,5,49,26,1338,12,220,128,4286,246,44,4,14,594,54,20,4,2,14,246,16:00:00,281,30,12,0,0,4,0,0,46,2,82,2,12
1,16:19:12,3,42.886148,-78.879889,2447,54.72006539,68.91615542,644,4610,0,5,49,26,1338,12,220,128,4286,246,44,4,14,594,54,20,4,2,14,246,16:15:00,233,24,26,0,0,4,2,0,74,6,92,0,22
1,16:33:36,7,42.886148,-78.879889,2447,54.72006539,68.91615542,644,4610,0,5,49,26,1338,12,220,128,4286,246,44,4,14,594,54,20,4,2,14,246,16:30:00,296,24,8,0,0,2,2,0,24,0,84,0,10
1,16:48:00,4,42.886148,-78.879889,2447,54.72006539,68.91615542,644,4610,0,5,49,26,1338,12,220,128,4286,246,44,4,14,594,54,20,4,2,14,246,16:45:00,141.5,16,10,0,0,6,0,0,60,0,74,0,14
1,17:02:24,5,42.886148,-78.879889,2447,54.72006539,68.91615542,644,4610,0,5,49,26,1338,12,220,128,4286,246,44,4,14,594,54,20,4,2,14,246,17:00:00,160.5,6,6,2,0,4,0,0,36,0,102,0,28
1,17:16:48,6,42.886148,-78.879889,2447,54.72006539,68.91615542,644,4610,0,5,49,26,1338,12,220,128,4286,246,44,4,14,594,54,20,4,2,14,246,17:15:00,105,24,18,0,0,8,2,0,80,6,96,0,28
1,17:31:12,2,42.886148,-78.879889,2447,54.72006539,68.91615542,644,4610,0,5,49,26,1338,12,220,128,4286,246,44,4,14,594,54,20,4,2,14,246,17:30:00,91,16,12,0,0,0,0,0,22,4,80,0,10
1,17:45:36,1,42.886148,-78.879889,2447,54.72006539,68.91615542,644,4610,0,5,49,26,1338,12,220,128,4286,246,44,4,14,594,54,20,4,2,14,246,17:45:00,85.5,14,18,0,0,2,0,0,58,2,100,0,12
3,6:57:36,3,42.956887,-78.869427,1642,21.98538368,89.21161826,628,2668,385,36,59,2,224,0,86,18,1718,150,20,16,6,198,24,2,14,14,6,10,7:00:00,202,0,4,0,0,0,0,0,0,0,4,0,2
3,7:12:00,5,42.956887,-78.869427,1642,21.98538368,89.21161826,628,2668,385,36,59,2,224,0,86,18,1718,150,20,16,6,198,24,2,14,14,6,10,7:15:00,263,0,0,0,0,2,0,0,14,0,6,0,0
3,7:26:24,6,42.956887,-78.869427,1642,21.98538368,89.21161826,628,2668,385,36,59,2,224,0,86,18,1718,150,20,16,6,198,24,2,14,14,6,10,7:30:00,318,0,0,0,0,0,0,0,0,0,10,0,10
3,7:40:48,7,42.956887,-78.869427,1642,21.98538368,89.21161826,628,2668,385,36,59,2,224,0,86,18,1718,150,20,16,6,198,24,2,14,14,6,10,7:45:00,336.3333333,0,10,0,0,0,0,0,4,0,22,0,4
3,7:55:12,4,42.956887,-78.869427,1642,21.98538368,89.21161826,628,2668,385,36,59,2,224,0,86,18,1718,150,20,16,6,198,24,2,14,14,6,10,8:00:00,316,2,4,0,0,0,0,0,2,0,24,0,6
3,8:09:36,4,42.956887,-78.869427,1642,21.98538368,89.21161826,628,2668,385,36,59,2,224,0,86,18,1718,150,20,16,6,198,24,2,14,14,6,10,8:15:00,321.3333333,0,4,0,0,0,0,0,14,0,14,0,0
3,8:24:00,6,42.956887,-78.869427,1642,21.98538368,89.21161826,628,2668,385,36,59,2,224,0,86,18,1718,150,20,16,6,198,24,2,14,14,6,10,8:30:00,320,2,2,0,0,0,0,0,8,0,18,0,10
3,8:38:24,4,42.956887,-78.869427,1642,21.98538368,89.21161826,628,2668,385,36,59,2,224,0,86,18,1718,150,20,16,6,198,24,2,14,14,6,10,8:45:00,300.3333333,2,6,0,0,0,0,0,12,2,24,0,2
3,9:07:12,5,42.956887,-78.869427,1642,21.98538368,89.21161826,628,2668,385,36,59,2,224,0,86,18,1718,150,20,16,6,198,24,2,14,14,6,10,9:00:00,290.3333333,0,2,0,0,0,0,0,4,0,20,0,10
3,9:21:36,8,42.956887,-78.869427,1642,21.98538368,89.21161826,628,2668,385,36,59,2,224,0,86,18,1718,150,20,16,6,198,24,2,14,14,6,10,9:15:00,277.6666667,0,4,0,0,0,0,0,16,2,12,0,0
3,9:36:00,4,42.956887,-78.869427,1642,21.98538368,89.21161826,628,2668,385,36,59,2,224,0,86,18,1718,150,20,16,6,198,24,2,14,14,6,10,9:30:00,297.3333333,0,0,0,0,0,0,0,8,6,12,0,0
3,9:50:24,7,42.956887,-78.869427,1642,21.98538368,89.21161826,628,2668,385,36,59,2,224,0,86,18,1718,150,20,16,6,198,24,2,14,14,6,10,9:45:00,306.6666667,2,6,0,0,0,0,0,14,2,26,0,2
3,12:00:00,8,42.956887,-78.869427,1642,21.98538368,89.21161826,628,2668,385,36,59,2,224,0,86,18,1718,150,20,16,6,198,24,2,14,14,6,10,12:00:00,394,0,0,0,0,0,0,0,0,0,0,0,0
3,12:14:24,6,42.956887,-78.869427,1642,21.98538368,89.21161826,628,2668,385,36,59,2,224,0,86,18,1718,150,20,16,6,198,24,2,14,14,6,10,12:15:00,440.3333333,2,4,0,0,0,0,0,54,4,42,0,12
3,12:28:48,9,42.956887,-78.869427,1642,21.98538368,89.21161826,628,2668,385,36,59,2,224,0,86,18,1718,150,20,16,6,198,24,2,14,14,6,10,12:30:00,463.3333333,6,0,0,0,0,2,0,20,2,66,0,8
3,12:43:12,8,42.956887,-78.869427,1642,21.98538368,89.21161826,628,2668,385,36,59,2,224,0,86,18,1718,150,20,16,6,198,24,2,14,14,6,10,12:45:00,403.3333333,0,0,0,0,0,0,0,16,4,46,0,6
3,12:57:36,8,42.956887,-78.869427,1642,21.98538368,89.21161826,628,2668,385,36,59,2,224,0,86,18,1718,150,20,16,6,198,24,2,14,14,6,10,13:00:00,393.6666667,0,2,0,0,0,0,0,20,0,46,0,2
3,13:12:00,11,42.956887,-78.869427,1642,21.98538368,89.21161826,628,2668,385,36,59,2,224,0,86,18,1718,150,20,16,6,198,24,2,14,14,6,10,13:15:00,426.6666667,2,6,0,0,6,0,0,28,2,52,0,10
3,13:26:24,11,42.956887,-78.869427,1642,21.98538368,89.21161826,628,2668,385,36,59,2,224,0,86,18,1718,150,20,16,6,198,24,2,14,14,6,10,13:30:00,441.6666667,0,0,0,0,0,0,0,8,2,38,0,0
3,13:40:48,7,42.956887,-78.869427,1642,21.98538368,89.21161826,628,2668,385,36,59,2,224,0,86,18,1718,150,20,16,6,198,24,2,14,14,6,10,13:45:00,432,8,0,0,0,0,0,0,20,4,40,0,4
3,15:07:12,6,42.956887,-78.869427,1642,21.98538368,89.21161826,628,2668,385,36,59,2,224,0,86,18,1718,150,20,16,6,198,24,2,14,14,6,10,15:00:00,456.3333333,0,2,0,0,2,2,0,10,0,52,0,12
3,15:21:36,5,42.956887,-78.869427,1642,21.98538368,89.21161826,628,2668,385,36,59,2,224,0,86,18,1718,150,20,16,6,198,24,2,14,14,6,10,15:15:00,438.6666667,2,4,0,0,0,0,0,36,6,60,0,18
3,15:36:00,8,42.956887,-78.869427,1642,21.98538368,89.21161826,628,2668,385,36,59,2,224,0,86,18,1718,150,20,16,6,198,24,2,14,14,6,10,15:30:00,496.3333333,0,4,0,0,0,0,0,8,0,74,0,12
3,15:50:24,14,42.956887,-78.869427,1642,21.98538368,89.21161826,628,2668,385,36,59,2,224,0,86,18,1718,150,20,16,6,198,24,2,14,14,6,10,15:45:00,518.3333333,2,4,0,0,0,0,0,32,0,46,0,2
3,16:04:48,8,42.956887,-78.869427,1642,21.98538368,89.21161826,628,2668,385,36,59,2,224,0,86,18,1718,150,20,16,6,198,24,2,14,14,6,10,16:00:00,512.6666667,2,0,0,0,0,0,0,14,0,68,0,14
3,16:19:12,6,42.956887,-78.869427,1642,21.98538368,89.21161826,628,2668,385,36,59,2,224,0,86,18,1718,150,20,16,6,198,24,2,14,14,6,10,16:15:00,526.6666667,4,10,0,0,0,0,0,30,4,36,0,4
3,16:33:36,22,42.956887,-78.869427,1642,21.98538368,89.21161826,628,2668,385,36,59,2,224,0,86,18,1718,150,20,16,6,198,24,2,14,14,6,10,16:30:00,552.6666667,0,0,0,0,2,0,0,22,0,66,0,16
3,16:48:00,10,42.956887,-78.869427,1642,21.98538368,89.21161826,628,2668,385,36,59,2,224,0,86,18,1718,150,20,16,6,198,24,2,14,14,6,10,16:45:00,534.6666667,4,2,0,0,0,0,0,24,0,48,0,18
3,17:02:24,7,42.956887,-78.869427,1642,21.98538368,89.21161826,628,2668,385,36,59,2,224,0,86,18,1718,150,20,16,6,198,24,2,14,14,6,10,17:00:00,570.3333333,0,0,0,0,0,0,0,20,2,48,0,6
3,17:16:48,10,42.956887,-78.869427,1642,21.98538368,89.21161826,628,2668,385,36,59,2,224,0,86,18,1718,150,20,16,6,198,24,2,14,14,6,10,17:15:00,546.3333333,2,6,0,0,0,0,0,36,6,46,0,4
3,17:31:12,8,42.956887,-78.869427,1642,21.98538368,89.21161826,628,2668,385,36,59,2,224,0,86,18,1718,150,20,16,6,198,24,2,14,14,6,10,17:30:00,473.6666667,2,2,0,0,2,0,0,18,0,52,0,14
3,17:45:36,7,42.956887,-78.869427,1642,21.98538368,89.21161826,628,2668,385,36,59,2,224,0,86,18,1718,150,20,16,6,198,24,2,14,14,6,10,17:45:00,450.6666667,4,6,0,0,2,0,0,36,0,38,0,10
4,6:57:36,1,42.947708,-78.855858,3143,11.1676742,91.54846336,1092,2076,796,14,111,8,314,0,122,22,1722,212,18,22,12,470,62,20,40,46,20,50,7:00:00,95.33333333,2,4,0,0,0,0,0,10,0,2,0,0
4,7:12:00,3,42.947708,-78.855858,3143,11.1676742,91.54846336,1092,2076,796,14,111,8,314,0,122,22,1722,212,18,22,12,470,62,20,40,46,20,50,7:15:00,138.6666667,0,2,0,0,0,0,0,12,0,2,0,0
4,7:26:24,4,42.947708,-78.855858,3143,11.1676742,91.54846336,1092,2076,796,14,111,8,314,0,122,22,1722,212,18,22,12,470,62,20,40,46,20,50,7:30:00,190.3333333,0,4,0,0,0,0,0,4,0,2,0,4
4,7:40:48,4,42.947708,-78.855858,3143,11.1676742,91.54846336,1092,2076,796,14,111,8,314,0,122,22,1722,212,18,22,12,470,62,20,40,46,20,50,7:45:00,234.6666667,0,6,0,0,0,0,0,10,2,30,0,6
4,7:55:12,4,42.947708,-78.855858,3143,11.1676742,91.54846336,1092,2076,796,14,111,8,314,0,122,22,1722,212,18,22,12,470,62,20,40,46,20,50,8:00:00,188.6666667,0,2,0,0,0,0,0,4,0,26,0,2
4,8:09:36,3,42.947708,-78.855858,3143,11.1676742,91.54846336,1092,2076,796,14,111,8,314,0,122,22,1722,212,18,22,12,470,62,20,40,46,20,50,8:15:00,167,0,10,0,0,0,0,0,18,2,4,0,0
4,8:24:00,4,42.947708,-78.855858,3143,11.1676742,91.54846336,1092,2076,796,14,111,8,314,0,122,22,1722,212,18,22,12,470,62,20,40,46,20,50,8:30:00,169.3333333,0,2,0,0,0,0,0,4,0,24,0,2
4,8:38:24,4,42.947708,-78.855858,3143,11.1676742,91.54846336,1092,2076,796,14,111,8,314,0,122,22,1722,212,18,22,12,470,62,20,40,46,20,50,8:45:00,183.3333333,2,8,0,0,0,0,0,16,0,14,0,4
4,9:07:12,3,42.947708,-78.855858,3143,11.1676742,91.54846336,1092,2076,796,14,111,8,314,0,122,22,1722,212,18,22,12,470,62,20,40,46,20,50,9:00:00,157.3333333,0,0,0,0,0,0,0,4,0,18,0,0
4,9:21:36,5,42.947708,-78.855858,3143,11.1676742,91.54846336,1092,2076,796,14,111,8,314,0,122,22,1722,212,18,22,12,470,62,20,40,46,20,50,9:15:00,133.3333333,2,4,0,0,0,0,0,22,0,12,0,2
4,9:36:00,5,42.947708,-78.855858,3143,11.1676742,91.54846336,1092,2076,796,14,111,8,314,0,122,22,1722,212,18,22,12,470,62,20,40,46,20,50,9:30:00,135.3333333,0,0,0,0,0,0,0,6,0,18,0,2
4,9:50:24,4,42.947708,-78.855858,3143,11.1676742,91.54846336,1092,2076,796,14,111,8,314,0,122,22,1722,212,18,22,12,470,62,20,40,46,20,50,9:45:00,149.3333333,2,0,0,0,2,0,0,12,2,10,0,0
4,12:00:00,4,42.947708,-78.855858,3143,11.1676742,91.54846336,1092,2076,796,14,111,8,314,0,122,22,1722,212,18,22,12,470,62,20,40,46,20,50,12:00:00,213.6666667,0,0,0,0,0,0,0,0,0,0,0,0
4,12:14:24,9,42.947708,-78.855858,3143,11.1676742,91.54846336,1092,2076,796,14,111,8,314,0,122,22,1722,212,18,22,12,470,62,20,40,46,20,50,12:15:00,220.3333333,4,10,0,2,0,0,0,46,6,24,0,4
4,12:28:48,4,42.947708,-78.855858,3143,11.1676742,91.54846336,1092,2076,796,14,111,8,314,0,122,22,1722,212,18,22,12,470,62,20,40,46,20,50,12:30:00,199,4,6,0,0,0,0,0,14,0,24,0,8
4,12:43:12,5,42.947708,-78.855858,3143,11.1676742,91.54846336,1092,2076,796,14,111,8,314,0,122,22,1722,212,18,22,12,470,62,20,40,46,20,50,12:45:00,214.3333333,2,0,0,0,0,0,0,12,0,22,0,6
4,12:57:36,3,42.947708,-78.855858,3143,11.1676742,91.54846336,1092,2076,796,14,111,8,314,0,122,22,1722,212,18,22,12,470,62,20,40,46,20,50,13:00:00,219.3333333,2,4,0,0,0,0,0,8,0,36,0,8
4,13:12:00,5,42.947708,-78.855858,3143,11.1676742,91.54846336,1092,2076,796,14,111,8,314,0,122,22,1722,212,18,22,12,470,62,20,40,46,20,50,13:15:00,207.6666667,4,2,0,0,0,0,0,12,2,24,0,8
4,13:26:24,6,42.947708,-78.855858,3143,11.1676742,91.54846336,1092,2076,796,14,111,8,314,0,122,22,1722,212,18,22,12,470,62,20,40,46,20,50,13:30:00,213.3333333,0,0,0,0,2,0,0,10,0,40,0,12
4,13:40:48,6,42.947708,-78.855858,3143,11.1676742,91.54846336,1092,2076,796,14,111,8,314,0,122,22,1722,212,18,22,12,470,62,20,40,46,20,50,13:45:00,222.3333333,2,0,0,2,0,0,0,10,0,12,0,4
4,15:07:12,8,42.947708,-78.855858,3143,11.1676742,91.54846336,1092,2076,796,14,111,8,314,0,122,22,1722,212,18,22,12,470,62,20,40,46,20,50,15:00:00,234.6666667,2,2,0,0,0,0,0,12,0,30,0,6
4,15:21:36,9,42.947708,-78.855858,3143,11.1676742,91.54846336,1092,2076,796,14,111,8,314,0,122,22,1722,212,18,22,12,470,62,20,40,46,20,50,15:15:00,238,0,0,0,0,2,0,0,20,8,38,0,2
4,15:36:00,7,42.947708,-78.855858,3143,11.1676742,91.54846336,1092,2076,796,14,111,8,314,0,122,22,1722,212,18,22,12,470,62,20,40,46,20,50,15:30:00,232.3333333,0,0,0,0,0,0,0,8,0,38,0,2
4,15:50:24,9,42.947708,-78.855858,3143,11.1676742,91.54846336,1092,2076,796,14,111,8,314,0,122,22,1722,212,18,22,12,470,62,20,40,46,20,50,15:45:00,254,2,4,0,0,0,0,0,18,4,46,0,8
4,16:04:48,8,42.947708,-78.855858,3143,11.1676742,91.54846336,1092,2076,796,14,111,8,314,0,122,22,1722,212,18,22,12,470,62,20,40,46,20,50,16:00:00,266.3333333,2,2,0,0,0,0,0,10,0,30,0,14
4,16:19:12,13,42.947708,-78.855858,3143,11.1676742,91.54846336,1092,2076,796,14,111,8,314,0,122,22,1722,212,18,22,12,470,62,20,40,46,20,50,16:15:00,255.6666667,4,4,0,0,4,0,0,38,2,48,0,8
4,16:33:36,6,42.947708,-78.855858,3143,11.1676742,91.54846336,1092,2076,796,14,111,8,314,0,122,22,1722,212,18,22,12,470,62,20,40,46,20,50,16:30:00,268.3333333,2,2,0,0,0,0,0,16,0,38,0,4
4,16:48:00,5,42.947708,-78.855858,3143,11.1676742,91.54846336,1092,2076,796,14,111,8,314,0,122,22,1722,212,18,22,12,470,62,20,40,46,20,50,16:45:00,273,6,8,0,0,0,0,0,16,6,24,0,4
4,17:02:24,2,42.947708,-78.855858,3143,11.1676742,91.54846336,1092,2076,796,14,111,8,314,0,122,22,1722,212,18,22,12,470,62,20,40,46,20,50,17:00:00,258,0,0,0,2,0,0,0,8,0,22,0,8
4,17:16:48,7,42.947708,-78.855858,3143,11.1676742,91.54846336,1092,2076,796,14,111,8,314,0,122,22,1722,212,18,22,12,470,62,20,40,46,20,50,17:15:00,284.6666667,2,6,0,0,0,0,0,26,4,40,0,16
4,17:31:12,7,42.947708,-78.855858,3143,11.1676742,91.54846336,1092,2076,796,14,111,8,314,0,122,22,1722,212,18,22,12,470,62,20,40,46,20,50,17:30:00,269.3333333,2,4,0,0,0,0,0,12,4,34,0,14
4,17:45:36,7,42.947708,-78.855858,3143,11.1676742,91.54846336,1092,2076,796,14,111,8,314,0,122,22,1722,212,18,22,12,470,62,20,40,46,20,50,17:45:00,283,2,0,0,0,4,0,0,14,4,34,0,4
5,6:57:36,4,42.947764,-78.864423,3839,20.42198489,90.55078322,1146,2946,878,14,91,6,394,2,140,22,1472,180,16,42,2,518,70,48,34,46,36,74,7:00:00,115,0,0,0,0,0,0,0,4,0,10,0,2
5,7:12:00,3,42.947764,-78.864423,3839,20.42198489,90.55078322,1146,2946,878,14,91,6,394,2,140,22,1472,180,16,42,2,518,70,48,34,46,36,74,7:15:00,149.6666667,4,6,0,0,0,0,0,10,2,4,0,0
5,7:26:24,5,42.947764,-78.864423,3839,20.42198489,90.55078322,1146,2946,878,14,91,6,394,2,140,22,1472,180,16,42,2,518,70,48,34,46,36,74,7:30:00,189.6666667,2,2,0,0,0,0,0,0,0,12,0,2
5,7:40:48,4,42.947764,-78.864423,3839,20.42198489,90.55078322,1146,2946,878,14,91,6,394,2,140,22,1472,180,16,42,2,518,70,48,34,46,36,74,7:45:00,226.3333333,4,6,0,0,0,0,0,6,0,14,0,6
5,7:55:12,4,42.947764,-78.864423,3839,20.42198489,90.55078322,1146,2946,878,14,91,6,394,2,140,22,1472,180,16,42,2,518,70,48,34,46,36,74,8:00:00,204,0,4,0,0,0,0,0,4,0,10,0,6
5,8:09:36,4,42.947764,-78.864423,3839,20.42198489,90.55078322,1146,2946,878,14,91,6,394,2,140,22,1472,180,16,42,2,518,70,48,34,46,36,74,8:15:00,190.6666667,0,2,0,2,0,0,0,10,0,28,0,2
5,8:24:00,6,42.947764,-78.864423,3839,20.42198489,90.55078322,1146,2946,878,14,91,6,394,2,140,22,1472,180,16,42,2,518,70,48,34,46,36,74,8:30:00,182.3333333,2,4,0,0,0,0,0,0,0,12,0,4
5,8:38:24,4,42.947764,-78.864423,3839,20.42198489,90.55078322,1146,2946,878,14,91,6,394,2,140,22,1472,180,16,42,2,518,70,48,34,46,36,74,8:45:00,205.3333333,4,6,0,0,0,0,0,12,0,16,0,6
5,9:07:12,5,42.947764,-78.864423,3839,20.42198489,90.55078322,1146,2946,878,14,91,6,394,2,140,22,1472,180,16,42,2,518,70,48,34,46,36,74,9:00:00,197.6666667,2,4,0,0,0,0,0,0,0,22,0,2
5,9:21:36,8,42.947764,-78.864423,3839,20.42198489,90.55078322,1146,2946,878,14,91,6,394,2,140,22,1472,180,16,42,2,518,70,48,34,46,36,74,9:15:00,168.3333333,0,12,0,0,0,0,0,26,2,16,0,0
5,9:36:00,8,42.947764,-78.864423,3839,20.42198489,90.55078322,1146,2946,878,14,91,6,394,2,140,22,1472,180,16,42,2,518,70,48,34,46,36,74,9:30:00,198.3333333,0,4,0,0,0,0,0,0,0,22,0,2
5,9:50:24,9,42.947764,-78.864423,3839,20.42198489,90.55078322,1146,2946,878,14,91,6,394,2,140,22,1472,180,16,42,2,518,70,48,34,46,36,74,9:45:00,182,4,2,0,0,0,0,0,4,2,24,0,0
5,12:00:00,7,42.947764,-78.864423,3839,20.42198489,90.55078322,1146,2946,878,14,91,6,394,2,140,22,1472,180,16,42,2,518,70,48,34,46,36,74,12:00:00,223.3333333,0,0,0,0,0,0,0,0,0,0,0,0
5,12:14:24,7,42.947764,-78.864423,3839,20.42198489,90.55078322,1146,2946,878,14,91,6,394,2,140,22,1472,180,16,42,2,518,70,48,34,46,36,74,12:15:00,249.6666667,2,6,0,0,4,0,0,42,2,52,0,8
5,12:28:48,17,42.947764,-78.864423,3839,20.42198489,90.55078322,1146,2946,878,14,91,6,394,2,140,22,1472,180,16,42,2,518,70,48,34,46,36,74,12:30:00,240.6666667,4,0,0,0,2,0,0,10,0,62,0,10
5,12:43:12,13,42.947764,-78.864423,3839,20.42198489,90.55078322,1146,2946,878,14,91,6,394,2,140,22,1472,180,16,42,2,518,70,48,34,46,36,74,12:45:00,248.6666667,0,2,0,2,0,0,0,12,2,66,0,10
5,12:57:36,13,42.947764,-78.864423,3839,20.42198489,90.55078322,1146,2946,878,14,91,6,394,2,140,22,1472,180,16,42,2,518,70,48,34,46,36,74,13:00:00,254.3333333,0,4,0,0,0,0,0,6,2,60,0,4
5,13:12:00,12,42.947764,-78.864423,3839,20.42198489,90.55078322,1146,2946,878,14,91,6,394,2,140,22,1472,180,16,42,2,518,70,48,34,46,36,74,13:15:00,247.3333333,4,6,0,0,2,0,0,22,0,44,0,2
